"No.","Time","Source","Destination","Protocol","Length","Info"
"16082","699.293791521","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"16083","699.294018981","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"16105","699.463851253","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"16106","699.464561093","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.temu.com OPT"
"16142","699.671264334","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16144","699.671859631","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"16145","699.673133725","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16174","699.729229561","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16175","699.729397771","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16177","699.731164661","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"16179","699.731584164","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"16181","699.732163169","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS www.temu.com OPT"
"16213","699.803125336","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16215","699.803882675","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"16217","699.804156719","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16250","700.962969710","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16251","700.963144045","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A eu.pftk.temu.com OPT"
"16252","700.963541132","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16345","703.122615104","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16346","703.122899981","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16577","740.729298842","192.168.64.11","192.168.64.1","DNS","103","Standard query 0x5bb1 A mobile.events.data.microsoft.com OPT"
"16581","740.729361676","192.168.64.11","192.168.64.1","DNS","103","Standard query 0x70be HTTPS mobile.events.data.microsoft.com OPT"
"16582","740.738114040","192.168.64.1","192.168.64.11","DNS","223","Standard query response 0x5bb1 A mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus05.westus.cloudapp.azure.com A 20.189.173.6 OPT"
"16583","740.741831238","192.168.64.1","192.168.64.11","DNS","267","Standard query response 0x70be HTTPS mobile.events.data.microsoft.com CNAME mobile.events.data.trafficmanager.net CNAME onedscolprdwus05.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com OPT"
"16584","740.742030156","192.168.64.11","192.168.64.1","DNS","113","Standard query 0x2b4c HTTPS onedscolprdwus05.westus.cloudapp.azure.com OPT"
"16585","740.742495160","192.168.64.1","192.168.64.11","DNS","183","Standard query response 0x2b4c HTTPS onedscolprdwus05.westus.cloudapp.azure.com SOA ns1-02.azure-dns.com OPT"
"16667","757.657751017","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16668","757.658173438","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x53e3 A firefox.dns.nextdns.io OPT"
"16670","757.658563774","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xbebd AAAA firefox.dns.nextdns.io OPT"
"16671","757.658572483","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"16672","757.658740734","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16673","757.668287355","192.168.64.1","192.168.64.11","DNS","148","Standard query response 0x53e3 A firefox.dns.nextdns.io CNAME steering.nextdns.io A 217.146.1.31 A 194.156.155.239 OPT"
"16674","757.668362605","192.168.64.1","192.168.64.11","DNS","172","Standard query response 0xbebd AAAA firefox.dns.nextdns.io CNAME steering.nextdns.io AAAA 2a0d:5642:113:242:5054:ff:fe48:675 AAAA 2a00:11c0:1e:4::3 OPT"
"16705","757.772811970","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"16707","757.773130597","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A eu.pftk.temu.com OPT"
"16709","757.773636143","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"16865","812.616021389","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xb792 A az764295.vo.msecnd.net OPT"
"16866","812.616292766","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x6dde HTTPS az764295.vo.msecnd.net OPT"
"16867","812.623496951","192.168.64.1","192.168.64.11","DNS","138","Standard query response 0xb792 A az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net A 152.199.19.160 OPT"
"16869","812.631672644","192.168.64.1","192.168.64.11","DNS","178","Standard query response 0x6dde HTTPS az764295.vo.msecnd.net CNAME cs22.wpc.v0cdn.net SOA ns1.v0cdn.net OPT"
"16870","812.631937979","192.168.64.11","192.168.64.1","DNS","89","Standard query 0x9b98 HTTPS cs22.wpc.v0cdn.net OPT"
"16871","812.632768403","192.168.64.1","192.168.64.11","DNS","145","Standard query response 0x9b98 HTTPS cs22.wpc.v0cdn.net SOA ns1.v0cdn.net OPT"
"16897","813.123115481","192.168.64.11","192.168.64.1","DNS","90","Standard query 0x4b8d A default.exp-tas.com OPT"
"16898","813.123181315","192.168.64.11","192.168.64.1","DNS","90","Standard query 0x547e AAAA default.exp-tas.com OPT"
"16899","813.134745870","192.168.64.1","192.168.64.11","DNS","172","Standard query response 0x4b8d A default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net A 13.107.5.93 OPT"
"16900","813.140800045","192.168.64.1","192.168.64.11","DNS","213","Standard query response 0x547e AAAA default.exp-tas.com CNAME deault-exp-tas-com.e-0014.e-msedge.net CNAME e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"16901","813.140956380","192.168.64.11","192.168.64.1","DNS","90","Standard query 0xfb1c AAAA e-0014.e-msedge.net OPT"
"16902","813.141631427","192.168.64.1","192.168.64.11","DNS","150","Standard query response 0xfb1c AAAA e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"16986","818.733750867","192.168.64.11","192.168.64.1","DNS","90","Standard query 0x3777 AAAA e-0014.e-msedge.net OPT"
"16987","818.735486089","192.168.64.1","192.168.64.11","DNS","150","Standard query response 0x3777 AAAA e-0014.e-msedge.net SOA ns1.e-msedge.net OPT"
"17112","898.878378085","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS contile.services.mozilla.com OPT"
"17113","898.878693046","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xa9b0 A firefox.dns.nextdns.io OPT"
"17114","898.878994882","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x10f8 AAAA firefox.dns.nextdns.io OPT"
"17116","898.888640379","192.168.64.1","192.168.64.11","DNS","148","Standard query response 0xa9b0 A firefox.dns.nextdns.io CNAME steering.nextdns.io A 217.146.1.31 A 194.156.155.239 OPT"
"17117","898.888942882","192.168.64.1","192.168.64.11","DNS","172","Standard query response 0x10f8 AAAA firefox.dns.nextdns.io CNAME steering.nextdns.io AAAA 2a00:11c0:1e:4::3 AAAA 2a0d:5642:113:242:5054:ff:fe48:675 OPT"
"17143","901.113389095","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.amazon.es OPT"
"17144","901.113928391","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS www.amazon.es OPT"
"17145","901.114253727","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 AAAA temuaffiliateprogram.pxf.io OPT"
"17147","901.114595480","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A temuaffiliateprogram.pxf.io OPT"
"17148","901.114843107","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS temuaffiliateprogram.pxf.io OPT"
"17539","1519.271075897","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xd3f5 A firefox.dns.nextdns.io OPT"
"17540","1519.271724477","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xb826 AAAA firefox.dns.nextdns.io OPT"
"17541","1519.280655389","192.168.64.1","192.168.64.11","DNS","148","Standard query response 0xd3f5 A firefox.dns.nextdns.io CNAME steering.nextdns.io A 217.146.1.31 A 194.156.155.239 OPT"
"17542","1519.280655931","192.168.64.1","192.168.64.11","DNS","172","Standard query response 0xb826 AAAA firefox.dns.nextdns.io CNAME steering.nextdns.io AAAA 2a0d:5642:113:242:5054:ff:fe48:675 AAAA 2a00:11c0:1e:4::3 OPT"
"17554","1519.362439049","192.168.64.11","217.146.1.31","DoH","366","Standard query 0x0000 AAAA push.services.mozilla.com OPT"
"17555","1519.366929609","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A push.services.mozilla.com OPT"
"17561","1519.386528340","217.146.1.31","192.168.64.11","DoH","232","Standard query response 0x0000 AAAA push.services.mozilla.com SOA ns-679.awsdns-20.net OPT"
"17564","1519.396124707","217.146.1.31","192.168.64.11","DoH","167","Standard query response 0x0000 A push.services.mozilla.com A 34.107.243.93 OPT"
"17567","1519.398406571","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA push.services.mozilla.com OPT"
"17569","1519.398631611","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A push.services.mozilla.com OPT"
"17570","1519.398855193","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A push.services.mozilla.com OPT"
"17574","1519.437609826","217.146.1.31","192.168.64.11","DoH","232","Standard query response 0x0000 AAAA push.services.mozilla.com SOA ns-679.awsdns-20.net OPT"
"17577","1519.437609951","217.146.1.31","192.168.64.11","DoH","167","Standard query response 0x0000 A push.services.mozilla.com A 34.107.243.93 OPT"
"17579","1519.437924741","217.146.1.31","192.168.64.11","DoH","167","Standard query response 0x0000 A push.services.mozilla.com A 34.107.243.93 OPT"
"17772","1773.819520127","192.168.64.11","192.168.64.1","DNS","93","Standard query 0x867d A firefox.dns.nextdns.io OPT"
"17773","1773.819702252","192.168.64.11","192.168.64.1","DNS","93","Standard query 0xfc5e AAAA firefox.dns.nextdns.io OPT"
"17774","1773.829473454","192.168.64.1","192.168.64.11","DNS","148","Standard query response 0x867d A firefox.dns.nextdns.io CNAME steering.nextdns.io A 194.156.155.239 A 217.146.1.31 OPT"
"17775","1773.829933745","192.168.64.1","192.168.64.11","DNS","172","Standard query response 0xfc5e AAAA firefox.dns.nextdns.io CNAME steering.nextdns.io AAAA 2a00:11c0:1e:4::3 AAAA 2a0d:5642:113:242:5054:ff:fe48:675 OPT"
"17787","1773.886243166","192.168.64.11","217.146.1.31","DoH","366","Standard query 0x0000 AAAA safebrowsing.googleapis.com OPT"
"17788","1773.886624249","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A safebrowsing.googleapis.com OPT"
"17790","1773.887085374","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A safebrowsing.googleapis.com OPT"
"17797","1773.909145693","217.146.1.31","192.168.64.11","DoH","169","Standard query response 0x0000 A safebrowsing.googleapis.com A 172.217.168.170 OPT"
"17800","1773.910780941","217.146.1.31","192.168.64.11","DoH","186","Standard query response 0x0000 A safebrowsing.googleapis.com A 172.217.168.170 OPT"
