"No.","Time","Source","Destination","Protocol","Length","Info"
"9942","598.219744134","192.168.64.1","192.168.64.11","DNS","146","Standard query response 0x76a0 AAAA steering.nextdns.io AAAA 2a00:11c0:1e:4::3 AAAA 2a0d:5642:113:242:5054:ff:fe48:675 OPT"
"9947","598.225930893","192.168.64.1","192.168.64.11","DNS","110","Standard query response 0x81e2 AAAA example.org AAAA 2606:2800:21f:cb07:6820:80da:af6b:8b2c OPT"
"9948","598.225931101","192.168.64.1","192.168.64.11","DNS","141","Standard query response 0x2c3e AAAA ipv4only.arpa SOA sns.dns.icann.org OPT"
"9991","598.295950795","192.168.64.11","217.146.1.31","DoH","366","Standard query 0x0000 A contile.services.mozilla.com OPT"
"9997","598.296415882","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.youtube.com OPT"
"9999","598.296563342","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A www.youtube.com OPT"
"10015","598.318414019","192.168.64.11","217.146.1.31","HTTP2","586","HEADERS[25]: POST /"
"10016","598.318430853","192.168.64.11","217.146.1.31","DoH","586","[TCP Window Full] Standard query 0x0000 A web.mat.upc.edu OPTStandard query 0x0000 AAAA consent.youtube.com OPT"
"10019","598.320162700","217.146.1.31","192.168.64.11","DoH","368","Standard query response 0x0000 A www.youtube.com CNAME youtube-ui.l.google.com A 216.58.215.142 A 216.58.215.174 A 142.250.178.174 A 142.250.184.14 A 142.250.185.14 A 142.250.200.110 A 142.250.200.142 A 172.217.17.14 A 142.250.184.174 A 142.250.200.78 A 142.250.201.78 OPT"
"10022","598.320162784","217.146.1.31","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA www.youtube.com CNAME youtube-ui.l.google.com AAAA 2a00:1450:4003:806::200e AAAA 2a00:1450:4003:807::200e AAAA 2a00:1450:4003:808::200e AAAA 2a00:1450:4003:803::200e OPT"
"10024","598.320162825","217.146.1.31","192.168.64.11","DoH","170","Standard query response 0x0000 A contile.services.mozilla.com A 34.117.188.166 OPT"
"10042","598.339143188","192.168.64.11","217.146.1.31","HTTP2","586","[TCP Window Full] , HEADERS[35]: POST /"
"10045","598.339666817","217.146.1.31","192.168.64.11","DoH","190","Standard query response 0x0000 HTTPS www.youtube.com CNAME youtube-ui.l.google.com HTTPS OPT"
"10046","598.339679026","192.168.64.11","217.146.1.31","DoH","586","[TCP Window Full] Standard query 0x0000 AAAA about.google OPTStandard query 0x0000 HTTPS about.google OPT"
"10049","598.340373031","217.146.1.31","192.168.64.11","DoH","173","Standard query response 0x0000 AAAA consent.youtube.com AAAA 2a00:1450:4003:811::200e OPT"
"10052","598.360342985","192.168.64.11","217.146.1.31","HTTP2","586","HEADERS[45]: POST /"
"10053","598.360406194","192.168.64.11","217.146.1.31","DoH","586","Standard query 0x0000 AAAA content-signature-2.cdn.mozilla.net OPTStandard query 0x0000 HTTPS content-signature-2.cdn.mozilla.net OPT"
"10056","598.362136791","217.146.1.31","192.168.64.11","DoH","202","Standard query response 0x0000 HTTPS consent.youtube.com SOA ns1.google.com OPT"
"10058","598.362136833","217.146.1.31","192.168.64.11","DoH","161","Standard query response 0x0000 A consent.youtube.com A 142.250.201.78 OPT"
"10061","598.372910004","217.146.1.31","192.168.64.11","DoH","179","Standard query response 0x0000 A web.mat.upc.edu CNAME mat-web.upc.edu A 147.83.250.167 OPT"
"10065","598.384510890","217.146.1.31","192.168.64.11","DoH","341","Standard query response 0x0000 AAAA content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net AAAA 2600:1901:0:92a9:: OPT"
"10066","598.384510890","217.146.1.31","192.168.64.11","DoH","855","Standard query response 0x0000 HTTPS contile.services.mozilla.com SOA ns-679.awsdns-20.net OPT"
"10067","598.384510931","217.146.1.31","192.168.64.11","DoH","315","Standard query response 0x0000 A content-signature-2.cdn.mozilla.net CNAME content-signature-chains.prod.autograph.services.mozaws.net CNAME prod.content-signature-chains.prod.webservices.mozgcp.net A 34.160.144.191 OPT"
"10069","598.384510973","217.146.1.31","192.168.64.11","DoH","222","Standard query response 0x0000 AAAA web.mat.upc.edu CNAME mat-web.upc.edu SOA ns.upc.edu OPT"
"10081","598.418161538","217.146.1.31","192.168.64.11","DoH","212","Standard query response 0x0000 AAAA about.google SOA ns1.googledomains.com OPT"
"10100","598.440642554","217.146.1.31","192.168.64.11","DoH","212","Standard query response 0x0000 HTTPS about.google SOA ns1.googledomains.com OPT"
"10108","598.486367926","192.168.64.11","192.168.64.1","DNS","86","Standard query 0x6392 A r10.o.lencr.org OPT"
"10109","598.486422343","192.168.64.11","192.168.64.1","DNS","86","Standard query 0x1458 AAAA r10.o.lencr.org OPT"
"10110","598.486766971","192.168.64.11","192.168.64.1","DNS","86","Standard query 0x8065 A r11.o.lencr.org OPT"
"10111","598.486921597","192.168.64.11","192.168.64.1","DNS","86","Standard query 0x3c5d AAAA r11.o.lencr.org OPT"
"10112","598.495080038","192.168.64.1","192.168.64.11","DNS","185","Standard query response 0x6392 A r10.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net A 79.116.255.67 A 79.116.255.66 OPT"
"10113","598.495080247","192.168.64.1","192.168.64.11","DNS","209","Standard query response 0x1458 AAAA r10.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net AAAA 2a02:26f0:5c00::58dd:d5b8 AAAA 2a02:26f0:5c00::685a:cd82 OPT"
"10114","598.495108663","192.168.64.1","192.168.64.11","DNS","185","Standard query response 0x8065 A r11.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net A 79.116.255.67 A 79.116.255.66 OPT"
"10115","598.495151122","192.168.64.1","192.168.64.11","DNS","209","Standard query response 0x3c5d AAAA r11.o.lencr.org CNAME o.lencr.edgesuite.net CNAME a1887.dscq.akamai.net AAAA 2a02:26f0:5c00::58dd:d5b8 AAAA 2a02:26f0:5c00::685a:cd82 OPT"
"10120","598.496819302","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA tiles-cdn.prod.ads.prod.webservices.mozgcp.net OPT"
"10122","598.496992012","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A tiles-cdn.prod.ads.prod.webservices.mozgcp.net OPT"
"10123","598.497118930","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS tiles-cdn.prod.ads.prod.webservices.mozgcp.net OPT"
"10128","598.516577838","217.146.1.31","192.168.64.11","DoH","154","Standard query response 0x0000 A about.google A 216.239.32.29 OPT"
"10142","598.520139075","217.146.1.31","192.168.64.11","DoH","217","Standard query response 0x0000 AAAA tiles-cdn.prod.ads.prod.webservices.mozgcp.net AAAA 2600:1901:0:8e3f:: OPT"
"10143","598.520139117","217.146.1.31","192.168.64.11","DoH","188","Standard query response 0x0000 A tiles-cdn.prod.ads.prod.webservices.mozgcp.net A 34.36.165.17 OPT"
"10145","598.520139158","217.146.1.31","192.168.64.11","DoH","265","Standard query response 0x0000 HTTPS tiles-cdn.prod.ads.prod.webservices.mozgcp.net SOA ns-cloud-e1.googledomains.com OPT"
"10147","598.520139200","217.146.1.31","192.168.64.11","DoH","265","Standard query response 0x0000 HTTPS tiles-cdn.prod.ads.prod.webservices.mozgcp.net SOA ns-cloud-e1.googledomains.com OPT"
"10233","598.673242486","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA push.services.mozilla.com OPT"
"10234","598.673392195","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A push.services.mozilla.com OPT"
"10236","598.686097799","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10238","598.686352676","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10240","598.686609219","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10243","598.695047663","217.146.1.31","192.168.64.11","DoH","232","Standard query response 0x0000 AAAA push.services.mozilla.com SOA ns-679.awsdns-20.net OPT"
"10245","598.695047705","217.146.1.31","192.168.64.11","DoH","167","Standard query response 0x0000 A push.services.mozilla.com A 34.107.243.93 OPT"
"10248","598.699003570","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA push.services.mozilla.com OPT"
"10249","598.699584033","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A push.services.mozilla.com OPT"
"10253","598.717731306","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA firefox.settings.services.mozilla.com OPT"
"10254","598.717900890","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A firefox.settings.services.mozilla.com OPT"
"10256","598.718177476","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS firefox.settings.services.mozilla.com OPT"
"10259","598.720381910","217.146.1.31","192.168.64.11","DoH","232","Standard query response 0x0000 AAAA push.services.mozilla.com SOA ns-679.awsdns-20.net OPT"
"10262","598.720662704","217.146.1.31","192.168.64.11","DoH","167","Standard query response 0x0000 A push.services.mozilla.com A 34.107.243.93 OPT"
"10268","598.740460407","217.146.1.31","192.168.64.11","DoH","328","Standard query response 0x0000 AAAA firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net SOA ns-cloud-a1.googledomains.com OPT"
"10270","598.740460490","217.146.1.31","192.168.64.11","DoH","241","Standard query response 0x0000 A firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net A 34.149.100.209 OPT"
"10272","598.740460532","217.146.1.31","192.168.64.11","DoH","315","Standard query response 0x0000 HTTPS firefox.settings.services.mozilla.com CNAME prod.remote-settings.prod.webservices.mozgcp.net SOA ns-cloud-a1.googledomains.com OPT"
"10281","598.754716189","217.146.1.31","192.168.64.11","DoH","518","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10282","598.754716231","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10286","598.756625247","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10287","598.756725664","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10307","598.777691043","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10312","598.779491057","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10336","598.801532861","192.168.64.11","192.168.64.1","DNS","88","Standard query 0x34b9 A ocsp.digicert.com OPT"
"10337","598.801584112","192.168.64.11","192.168.64.1","DNS","88","Standard query 0x9f9b AAAA ocsp.digicert.com OPT"
"10339","598.802430202","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.amazon.es OPT"
"10341","598.802577203","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A www.amazon.es OPT"
"10342","598.802687621","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS www.amazon.es OPT"
"10343","598.802821914","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 AAAA temuaffiliateprogram.pxf.io OPT"
"10344","598.802954206","192.168.64.11","217.146.1.31","HTTP2","323","HEADERS[93]: POST /"
"10345","598.803553836","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS temuaffiliateprogram.pxf.io OPT"
"10352","598.809152548","192.168.64.1","192.168.64.11","DNS","193","Standard query response 0x34b9 A ocsp.digicert.com CNAME ocsp.edge.digicert.com CNAME fp2e7a.wpc.2be4.phicdn.net CNAME fp2e7a.wpc.phicdn.net A 192.229.221.95 OPT"
"10353","598.809152632","192.168.64.1","192.168.64.11","DNS","205","Standard query response 0x9f9b AAAA ocsp.digicert.com CNAME ocsp.edge.digicert.com CNAME fp2e7a.wpc.2be4.phicdn.net CNAME fp2e7a.wpc.phicdn.net AAAA 2606:2800:233:fa02:67b:9ff6:6107:833 OPT"
"10371","598.824458006","217.146.1.31","192.168.64.11","DoH","234","Standard query response 0x0000 A www.amazon.es CNAME tp.1fe6d5bb2-frontier.amazon.es CNAME d12yd29zdqmfwy.cloudfront.net A 18.154.23.206 OPT"
"10374","598.824960010","217.146.1.31","192.168.64.11","DoH","169","Standard query response 0x0000 A temuaffiliateprogram.pxf.io A 35.201.76.231 OPT"
"10377","598.825161470","217.146.1.31","192.168.64.11","DoH","468","Standard query response 0x0000 AAAA temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"10378","598.825161512","217.146.1.31","192.168.64.11","DoH","237","Standard query response 0x0000 HTTPS temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"10404","598.849666794","217.146.1.31","192.168.64.11","DoH","442","Standard query response 0x0000 AAAA www.amazon.es CNAME tp.1fe6d5bb2-frontier.amazon.es CNAME d12yd29zdqmfwy.cloudfront.net AAAA 2600:9000:237f:2000:15:da86:494:7521 AAAA 2600:9000:237f:0:15:da86:494:7521 AAAA 2600:9000:237f:200:15:da86:494:7521 AAAA 2600:9000:237f:3c00:15:da86:494:7521 AAAA 2600:9000:237f:9000:15:da86:494:7521 AAAA 2600:9000:237f:5200:15:da86:494:7521 AAAA 2600:9000:237f:3800:15:da86:494:7521 AAAA 2600:9000:237f:7400:15:da86:494:7521 OPT"
"10460","599.065465339","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10461","599.066338471","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10468","599.087551977","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10470","599.087721770","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10472","599.087721853","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10487","599.238996666","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10488","599.239163959","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10490","599.239531045","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10502","599.260348756","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10505","599.260699300","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10507","599.260699342","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10518","599.581226363","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10519","599.582143579","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10525","599.603206084","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10527","599.603468336","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10528","599.603468378","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10538","599.785182729","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10539","599.785268938","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10541","599.785485232","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10549","599.806299567","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10550","599.806299651","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10553","599.806846655","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10563","599.992028452","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10564","599.992129494","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10566","599.992330412","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10573","600.013653544","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10576","600.014348841","217.146.1.31","192.168.64.11","DoH","245","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10577","600.014348883","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10580","600.213517376","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS temuaffiliateprogram.pxf.io OPT"
"10589","600.215095723","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10590","600.215756478","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A incoming.telemetry.mozilla.org OPT"
"10592","600.216002647","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10601","600.239113168","217.146.1.31","192.168.64.11","DoH","471","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10603","600.240117801","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA temuaffiliateprogram.pxf.io OPT"
"10604","600.240293302","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 A temuaffiliateprogram.pxf.io OPT"
"10605","600.240905599","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10606","600.241114809","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10610","600.261356057","217.146.1.31","192.168.64.11","DoH","237","Standard query response 0x0000 AAAA temuaffiliateprogram.pxf.io SOA ns-904.awsdns-49.net OPT"
"10612","600.261356099","217.146.1.31","192.168.64.11","DoH","169","Standard query response 0x0000 A temuaffiliateprogram.pxf.io A 35.201.76.231 OPT"
"10625","600.305594833","192.168.64.11","192.168.64.1","DNS","107","Standard query 0xa6bb A ocsp.comodoca.com.cdn.cloudflare.net OPT"
"10626","600.305665875","192.168.64.11","192.168.64.1","DNS","107","Standard query 0x54d2 AAAA ocsp.comodoca.com.cdn.cloudflare.net OPT"
"10627","600.313083102","192.168.64.1","192.168.64.11","DNS","139","Standard query response 0xa6bb A ocsp.comodoca.com.cdn.cloudflare.net A 104.18.38.233 A 172.64.149.23 OPT"
"10628","600.313274646","192.168.64.1","192.168.64.11","DNS","163","Standard query response 0x54d2 AAAA ocsp.comodoca.com.cdn.cloudflare.net AAAA 2606:4700:4400::6812:26e9 AAAA 2606:4700:4400::ac40:9517 OPT"
"10686","600.405027058","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA incoming.telemetry.mozilla.org OPT"
"10687","600.405211934","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS incoming.telemetry.mozilla.org OPT"
"10706","600.426477649","217.146.1.31","192.168.64.11","DoH","294","Standard query response 0x0000 AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10710","600.426945361","217.146.1.31","192.168.64.11","DoH","308","Standard query response 0x0000 HTTPS incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com SOA ns-1507.awsdns-60.org OPT"
"10711","600.426945403","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com A 34.120.208.123 OPT"
"10716","600.447006941","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA www.temu.com OPT"
"10719","600.447971115","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 A www.temu.com OPT"
"10725","600.448227534","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS www.temu.com OPT"
"10734","600.471634974","217.146.1.31","192.168.64.11","DoH","274","Standard query response 0x0000 A www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net A 104.18.43.206 A 172.64.144.50 OPT"
"10736","600.471635016","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 AAAA www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10740","600.473522448","217.146.1.31","192.168.64.11","DoH","297","Standard query response 0x0000 HTTPS www.temu.com CNAME temu-gtm.trafficmanager.net CNAME www-cf.temu.com CNAME www.temu.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10758","600.515862209","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA eu.pftk.temu.com OPT"
"10759","600.516008126","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS eu.pftk.temu.com OPT"
"10768","600.535224699","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 AAAA aimg.kwcdn.com OPT"
"10769","600.535642286","192.168.64.11","217.146.1.31","DoH","898","Standard query 0x0000 A img.kwcdn.com OPT"
"10770","600.536101081","192.168.64.11","217.146.1.31","DoH","274","Standard query 0x0000 HTTPS img.kwcdn.com OPT"
"10771","600.536189374","192.168.64.11","217.146.1.31","HTTP2","323","HEADERS[169]: POST /"
"10772","600.536360417","192.168.64.11","217.146.1.31","DoH","1057","Standard query 0x0000 HTTPS commimg-us.kwcdn.com OPT"
"10773","600.536449709","192.168.64.11","217.146.1.31","DoH","898","Standard query 0x0000 AAAA img-eu.kwcdn.com OPT"
"10774","600.536522835","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS img-eu.kwcdn.com OPT"
"10777","600.536847421","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 AAAA eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"10780","600.537736553","217.146.1.31","192.168.64.11","DoH","260","Standard query response 0x0000 A eu.pftk.temu.com CNAME pftk-eu.temu.com A 20.33.40.121 A 20.33.17.32 A 20.67.210.244 A 4.207.234.37 A 20.93.45.131 A 20.82.200.37 OPT"
"10782","600.537736595","217.146.1.31","192.168.64.11","DoH","247","Standard query response 0x0000 HTTPS eu.pftk.temu.com CNAME pftk-eu.temu.com SOA ns1-35.azure-dns.com OPT"
"10791","600.556906292","217.146.1.31","192.168.64.11","DoH","287","Standard query response 0x0000 AAAA aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net AAAA 2606:4700:4400::ac40:9869 AAAA 2606:4700:4400::6812:2397 OPT"
"10797","600.558931475","217.146.1.31","192.168.64.11","DoH","532","Standard query response 0x0000 HTTPS aimg.kwcdn.com CNAME aimg-kwcdn-com.trafficmanager.net CNAME aimg.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
"10799","600.559391937","217.146.1.31","192.168.64.11","DoH","272","Standard query response 0x0000 A img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com A 151.101.131.52 A 151.101.195.52 A 151.101.3.52 A 151.101.67.52 OPT"
"10800","600.560159444","217.146.1.31","192.168.64.11","DoH","492","Standard query response 0x0000 A static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT, HEADERS[173]: 200 OK"
"10803","600.560477821","217.146.1.31","192.168.64.11","DoH","504","Standard query response 0x0000 HTTPS static.kwcdn.com CNAME static-kwcdn-com.trafficmanager.net CNAME static.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT, HEADERS[179]: 200 OK"
"10804","600.560477863","217.146.1.31","192.168.64.11","DoH","161","Standard query response 0x0000 A accounts.google.com A 64.233.184.84 OPT"
"10805","600.560477905","217.146.1.31","192.168.64.11","DoH","195","Standard query response 0x0000 HTTPS accounts.google.com SOA ns1.google.com OPT"
"10806","600.560477905","217.146.1.31","192.168.64.11","DoH","173","Standard query response 0x0000 AAAA accounts.google.com AAAA 2a00:1450:400c:c0b::54 OPT"
"10809","600.561046951","217.146.1.31","192.168.64.11","DoH","231","Standard query response 0x0000 A commimg-us.kwcdn.com CNAME commimg-us.kwcdn.com.cdn.cloudflare.net A 104.18.35.151 A 172.64.152.105 OPT"
"10812","600.561046993","217.146.1.31","192.168.64.11","DoH","309","Standard query response 0x0000 HTTPS img.kwcdn.com CNAME img-kwcdn-com.trafficmanager.net CNAME cdn-fast.kwcdn.com SOA ns1-34.azure-dns.com OPT"
"10815","600.567378252","192.168.64.11","217.146.1.31","DoH","225","Standard query 0x0000 HTTPS img.kwcdn.com OPT"
"10816","600.567620213","192.168.64.11","217.146.1.31","DoH","482","Standard query 0x0000 HTTPS static.kwcdn.com OPT"
"10826","600.578557093","217.146.1.31","192.168.64.11","DoH","508","Standard query response 0x0000 HTTPS commimg-us.kwcdn.com CNAME commimg-us.kwcdn.com.cdn.cloudflare.net SOA ns1.cloudflare.net OPT"
